989 177466
571 840 435
670 728 825
126 593 959
108 804 418
347 810 444
751 930 604
80 798 90
69 295 962
499 914 383
122 458 196
124 920 138
537 923 518
174 250 930
107 775 487
192 553 818
4 440 221
231 545 655
193 907 759
277 362 774
214 746 665
827 903 689
211 483 20
274 916 583
288 348 877
803 963 511
59 760 380
239 566 963
173 466 264
151 398 896
706 922 444
568 938 871
599 698 426
293 719 969
300 933 319
449 933 469
7 846 648
259 828 424
261 941 218
746 981 846
13 391 420
162 525 358
236 633 62
496 627 653
598 936 21
166 412 279
714 787 298
246 392 671
20 867 686
617 646 952
575 607 715
517 779 548
154 875 414
95 228 216
145 934 629
183 473 660
50 921 339
123 705 218
145 470 749
284 505 673
609 976 111
53 878 939
419 809 473
258 281 866
560 619 83
101 447 43
537 685 27
596 685 614
452 892 498
2 47 402
134 860 904
226 419 835
257 570 246
54 833 459
78 759 848
493 645 393
45 331 707
588 957 647
381 913 497
590 976 442
71 372 149
387 952 203
845 940 617
462 834 447
232 484 836
54 530 959
648 836 667
354 424 276
768 926 693
335 835 274
796 969 679
27 384 619
680 876 296
533 695 718
200 238 148
474 681 549
922 951 638
590 714 149
707 713 116
27 422 258
11 276 570
482 636 811
156 838 217
656 840 143
116 939 155
127 187 457
5 311 296
338 373 343
207 947 878
667 889 572
850 860 445
434 523 633
500 746 669
302 329 113
755 964 454
198 599 559
527 977 570
112 251 715
143 893 434
277 845 174
275 315 311
691 786 589
506 517 435
617 780 10
161 953 265
364 572 755
349 671 115
363 578 289
190 749 814
400 531 610
71 807 25
14 662 836
179 448 756
17 682 37
97 360 783
90 102 752
631 644 778
497 672 602
58 941 693
22 37 507
767 964 119
547 817 973
489 974 950
124 425 187
979 989 79
218 267 507
101 647 62
745 890 833
311 388 423
62 604 143
142 427 250
239 707 918
270 801 119
591 793 208
521 672 166
606 970 682
468 511 384
401 706 75
362 983 161
556 652 884
285 878 694
43 743 95
159 272 998
405 689 536
258 500 692
224 240 713
146 802 631
377 663 916
752 836 528
546 633 280
150 644 557
706 905 921
542 824 929
71 334 820
678 811 849
449 891 384
139 744 448
250 506 507
611 771 284
562 897 635
603 711 759
540 783 346
390 763 695
76 776 473
689 803 607
95 901 945
73 254 413
201 522 640
456 797 409
54 300 264
23 499 703
209 956 305
271 861 109
108 605 746
57 657 436
276 437 811
11 676 373
489 951 379
189 195 556
172 897 331
464 927 341
427 753 573
594 762 730
299 814 42
638 827 667
466 533 205
20 521 599
289 367 891
11 61 325
15 768 749
363 689 779
142 170 406
619 893 863
503 832 81
125 702 529
525 726 720
18 695 648
308 336 177
535 959 701
441 557 587
548 944 457
57 341 794
259 497 846
338 629 19
177 512 583
505 553 936
477 585 485
56 724 665
49 463 833
432 957 86
62 201 256
126 400 987
69 728 232
266 378 362
132 623 822
454 588 982
80 757 855
101 888 822
293 784 590
530 951 826
429 752 41
913 945 391
106 423 573
356 857 216
180 347 303
332 416 12
370 967 105
218 433 209
152 331 612
475 684 775
439 689 115
317 938 674
208 427 167
349 405 899
331 877 716
467 484 876
160 252 849
649 985 821
740 762 161
92 490 881
383 962 664
67 764 403
739 972 126
205 575 625
534 688 886
265 706 515
122 854 816
223 817 535
455 589 953
494 917 441
74 268 858
506 523 363
114 823 649
69 502 130
128 365 956
222 950 457
34 926 503
65 639 162
128 146 177
446 601 484
307 811 133
28 759 524
152 873 867
610 785 687
95 574 371
491 494 565
883 928 625
481 835 464
346 696 938
40 613 24
307 440 59
453 814 794
408 424 152
346 771 437
376 749 66
543 683 806
108 944 919
739 918 686
279 286 704
305 671 180
214 818 175
373 586 652
394 750 914
67 698 152
583 733 847
404 722 84
281 520 155
131 922 665
104 379 698
370 529 177
89 742 105
942 962 262
3 163 415
290 783 893
399 878 768
157 185 839
546 871 620
391 775 25
83 885 510
483 984 955
25 221 738
314 610 48
450 760 894
145 559 81
231 860 363
237 524 778
194 334 539
529 647 625
352 465 322
50 938 58
670 744 9
265 455 568
154 779 570
414 712 704
727 935 988
520 534 550
655 836 366
149 724 799
412 485 570
112 145 962
718 812 405
390 827 888
72 406 966
84 787 743
206 612 778
584 826 920
630 921 830
283 764 206
20 685 528
44 209 778
43 988 641
602 983 598
108 296 341
99 462 116
579 858 761
519 617 532
21 891 651
214 471 132
530 944 200
142 357 862
186 362 798
42 101 600
178 618 537
476 573 538
459 707 188
415 440 70
491 985 190
459 868 348
421 561 477
40 63 100
955 956 740
599 742 397
70 712 522
898 914 841
44 71 939
414 744 767
74 115 878
361 665 903
308 445 475
123 670 585
116 432 516
607 954 791
346 718 549
88 566 350
415 452 277
58 622 274
342 937 892
88 371 934
614 839 245
792 836 323
601 716 905
139 454 894
449 966 768
29 520 306
274 320 484
172 845 847
4 65 311
91 169 625
420 520 926
116 698 729
477 697 772
619 758 812
547 810 489
599 772 299
178 313 366
98 775 611
230 360 447
394 832 736
13 547 516
278 923 717
334 958 271
38 541 822
506 528 697
299 666 356
355 456 13
767 981 259
323 734 315
469 745 283
84 854 37
72 745 296
270 876 773
265 804 28
140 762 545
247 582 914
684 920 92
40 611 275
1 556 741
22 190 391
578 647 798
748 949 498
618 750 378
30 466 586
407 975 850
6 707 493
396 731 62
189 538 45
243 754 753
506 549 251
157 687 684
227 381 307
579 744 830
287 891 622
204 450 83
15 704 735
304 645 254
517 560 419
706 728 5
113 813 780
202 769 254
504 748 466
128 692 742
110 899 748
564 637 591
39 672 738
791 812 944
723 985 905
160 965 820
863 879 17
175 816 493
120 836 251
568 943 260
177 244 958
142 736 775
605 986 829
57 667 267
2 311 836
469 773 350
344 773 647
255 802 726
83 924 256
517 717 340
86 474 553
39 777 987
383 753 365
60 814 198
553 949 862
283 486 64
224 769 479
223 594 922
230 653 210
89 514 272
484 582 952
754 780 217
71 735 487
583 951 417
743 815 60
520 758 73
234 757 662
478 557 880
1 942 560
798 835 327
546 858 275
546 565 610
8 762 101
213 271 322
15 287 266
61 470 862
461 746 853
604 917 106
72 779 811
225 651 936
37 159 94
141 270 180
445 750 755
22 962 341
270 464 615
173 929 85
337 971 192
113 410 423
638 931 505
926 973 290
610 977 386
129 967 173
500 910 296
408 701 381
164 260 831
268 647 637
243 453 595
617 959 980
328 712 535
813 935 772
675 866 35
142 944 492
19 438 670
564 781 633
247 803 851
586 664 992
473 859 135
43 648 742
159 783 355
191 199 174
462 754 887
478 602 388
313 787 511
16 144 830
776 955 676
157 952 374
127 128 661
77 537 344
28 631 833
162 291 983
136 248 819
28 492 104
201 738 767
352 459 481
303 715 689
65 257 829
3 970 64
72 507 219
385 537 971
450 549 503
151 523 8
11 758 469
567 749 217
659 945 332
62 303 355
329 872 339
226 567 335
156 970 187
707 739 204
230 309 909
201 291 952
689 707 296
218 497 493
48 606 373
394 733 207
34 155 662
115 632 982
272 809 549
574 842 264
480 938 859
13 715 296
37 749 104
110 634 186
37 118 71
715 727 933
776 781 6
646 769 680
537 587 196
20 917 385
400 855 117
32 728 555
594 628 325
77 635 704
45 103 394
471 596 998
534 902 96
66 610 791
256 292 180
128 466 100
18 821 719
700 768 70
6 511 102
121 601 707
146 299 674
66 601 992
16 197 481
287 779 798
323 765 29
128 257 196
803 968 687
381 611 407
591 608 395
434 963 9
357 637 957
34 681 894
137 401 901
532 805 430
910 969 744
230 352 257
639 982 413
333 721 616
267 286 669
391 652 585
42 615 316
433 771 683
808 984 572
556 717 58
77 988 150
414 946 639
361 657 259
137 784 981
590 625 308
338 738 419
223 738 744
191 313 495
113 139 543
61 412 362
84 678 269
351 645 338
329 462 851
31 985 31
323 478 251
181 332 806
372 471 249
152 334 980
311 754 806
648 834 279
95 597 949
449 888 709
239 705 981
866 959 414
193 562 750
705 979 711
242 770 958
679 729 941
112 526 748
41 286 890
527 803 490
389 567 83
30 424 542
402 617 601
580 827 143
228 595 772
95 406 65
317 356 917
8 777 922
419 951 201
90 432 64
914 985 260
353 624 561
674 695 156
17 902 280
274 337 947
59 598 440
117 433 402
250 421 576
74 471 644
107 575 200
727 733 970
532 903 591
209 874 415
301 700 448
631 661 509
353 965 365
753 962 1000
494 655 743
677 872 557
567 908 122
273 946 177
307 795 365
352 714 187
464 898 24
510 687 949
127 830 408
132 134 225
826 969 763
866 960 414
197 839 993
291 410 842
580 944 29
269 324 865
144 613 635
177 290 66
957 966 984
551 786 42
148 775 440
120 887 297
337 410 928
503 940 524
54 192 614
180 556 921
507 847 543
508 979 591
650 680 697
899 984 431
53 635 951
263 505 402
682 825 732
848 976 937
111 193 112
447 974 795
418 850 875
525 693 607
459 785 611
343 710 20
450 514 882
103 241 780
416 721 189
520 988 606
398 787 479
444 666 245
50 198 9
178 931 421
378 653 370
120 634 918
650 668 231
445 733 349
16 434 694
678 695 5
1 987 525
783 820 162
145 468 970
273 506 941
129 815 387
38 301 359
67 875 689
120 738 249
887 922 184
489 605 240
411 652 719
548 941 579
660 950 495
378 938 290
317 908 962
397 704 336
611 834 121
309 868 779
574 850 162
570 953 359
194 773 702
404 466 668
349 479 781
107 191 391
732 947 365
15 949 680
468 926 211
867 970 397
292 343 842
171 963 720
90 790 532
584 958 601
504 582 849
291 355 917
505 549 651
567 723 921
410 615 845
477 634 490
147 214 905
112 302 125
179 818 511
61 306 102
148 850 989
367 756 506
635 822 115
291 421 367
559 739 774
750 911 353
446 865 42
438 745 696
281 393 725
177 462 407
199 489 549
419 863 933
249 644 340
644 988 376
533 846 559
347 543 906
157 418 187
644 982 817
233 700 68
86 108 107
174 926 888
164 921 198
686 978 108
100 529 666
447 659 588
156 952 726
371 840 561
246 749 308
206 888 55
690 708 583
164 229 545
436 815 968
369 851 361
846 989 919
57 311 653
198 324 152
120 271 911
258 357 732
177 608 640
617 947 300
629 632 291
519 926 304
120 622 226
101 613 785
361 372 643
189 438 655
691 872 904
589 666 805
805 961 210
259 326 237
61 411 217
360 621 790
120 346 206
496 566 172
125 985 267
352 961 737
444 959 76
41 595 868
131 843 333
305 415 964
288 856 370
301 769 12
16 646 70
303 669 127
93 968 252
541 800 705
236 453 526
265 871 340
320 455 760
17 928 899
151 952 211
304 749 693
485 946 84
376 657 401
470 749 947
303 610 324
621 841 181
433 592 30
292 835 689
253 708 81
286 964 16
874 935 791
116 213 114
280 438 501
598 929 986
373 718 144
626 659 390
48 962 525
701 791 728
194 839 656
365 693 299
371 617 501
63 734 671
206 510 413
729 889 996
900 984 91
563 850 312
111 411 899
3 722 491
83 235 64
20 266 459
74 577 202
227 313 485
310 974 474
116 454 978
73 309 530
707 880 637
620 979 344
283 582 884
471 884 499
249 969 435
448 929 393
276 912 709
757 767 375
579 988 639
947 956 921
414 919 962
192 518 427
277 390 115
780 984 319
418 746 987
330 726 40
580 658 34
602 749 182
608 939 42
341 939 320
549 917 476
287 564 786
26 902 660
162 988 322
132 386 12
349 385 852
594 658 302
332 434 385
170 350 13
559 568 665
348 762 46
387 464 199
439 937 548
127 632 860
581 861 436
470 783 938
224 504 191
346 673 19
218 484 92
394 926 774
334 456 996
390 640 277
657 988 814
402 961 409
117 467 663
573 741 515
729 869 221
55 630 439
90 161 696
446 893 979
502 847 774
782 855 941
158 472 811
123 784 104
252 774 562
353 869 911
467 571 662
58 548 701
401 552 486
300 575 214
96 826 551
891 943 344
479 674 716
38 800 578
68 507 952
182 376 529
94 809 993
277 503 358
219 445 90
304 765 456
172 591 696
287 548 303
195 872 873
193 656 539
84 980 126
186 450 374
104 766 764
118 323 271
447 589 124
585 704 409
350 856 1000
221 466 398
494 872 311
220 615 798
733 836 274
95 455 902
316 923 350
395 474 592
280 953 708
426 599 161
307 778 674
84 955 57
487 600 464
141 887 308
477 525 322
28 981 690
389 471 4
183 461 993
140 257 115
69 173 216
17 61 11
187 530 941
695 927 263
437 736 936
576 665 284
477 745 387
66 434 916
308 760 307
206 891 528
250 699 943
315 532 248
125 827 297
131 937 52
323 745 131
35 257 531
407 507 858
358 769 788
148 625 101
227 290 861
286 409 450
122 228 207
541 680 747
529 976 292
252 733 163
273 632 47
384 670 117
392 919 581
525 896 99
25 537 597
596 711 844
632 868 523
802 902 53
834 956 665
70 862 534
242 405 939
420 648 182
182 892 297
54 299 740
583 587 522
202 386 817
407 682 749
633 854 828
361 984 834
418 520 687
506 986 662
87 682 888
171 531 419
339 933 824
71 220 319
252 744 445
456 476 427
122 377 496
296 541 827
59 186 350
475 835 529
227 609 597
632 890 435
215 313 280
269 463 407
39 414 757
46 240 580
967 981 44
257 864 167
142 780 61
113 345 69
458 493 295
600 834 722
112 351 11
144 262 147
109 648 90
502 871 71
14 936 771
497 844 485
352 716 473
639 749 256
103 921 204
6 898 745
803 905 325
128 223 967
772 837 114
21 216 77
630 898 991
99 399 298
639 950 811
249 736 999
592 634 365
159 881 216
180 897 763
69 682 818
530 540 7
240 698 78
392 500 121
262 730 4
523 896 45
260 924 561
169 323 489
596 620 957
613 889 115
563 886 874
826 830 411
580 744 425
105 633 9
242 659 478
619 620 157
1 680 606
820 910 509
360 975 329
910 924 51
85 953 937
245 496 899
426 587 943
152 614 623
546 820 504
242 824 149
328 965 463
113 209 964
45 965 332
46 840 258
486 824 590
20 658 704
551 735 231
194 721 564
737 838 986
294 989 957
477 526 84
763 949 719
617 840 974
200 521 568
541 575 685
128 318 34
801 878 801
245 274 136
265 890 978
46 671 375
364 510 174
62 526 871
393 527 855
215 577 29
17 159 61
521 847 264
188 674 256
576 844 712
577 717 667
576 985 848
155 191 214
32 506 259
162 591 413
351 936 694
86 283 522
402 873 742
121 411 856
303 679 261
208 585 821
284 666 866
270 581 369
863 974 550
256 265 100
707 769 735
556 954 626
61 833 262
832 865 433
298 878 528
764 910 50
733 769 490
106 667 917
17 119 122
847 888 474
313 854 79
585 941 699
243 292 195
223 822 604
428 927 572
79 863 214
216 623 482
221 223 62
377 450 948
501 931 944
363 401 11
116 220 297
73 571 625
576 795 652
876 900 241
390 970 445
40 247 685
225 253 383
42 93 366
242 881 915
296 682 285
66 878 703
346 812 784
139 293 5
410 566 127
336 812 61
397 497 466
177 685 111
23 622 181
679 921 829
703 884 367
23 680 175
158 685 96
254 943 545
220 478 522
26 905 70
183 508 797
221 587 628
21 73 798
168 843 610
291 309 909
6 204 105
639 646 369
239 403 210
707 731 957
144 267 502
263 896 617
196 638 710
663 765 395
218 659 619
359 400 344
231 918 933
313 473 811
369 420 817
270 385 14
846 904 64
678 918 296
895 937 993
96 660 200
333 428 710
421 977 750
476 870 806
391 477 30
334 661 186
450 527 193
820 916 321
649 909 482
529 596 691
22 67 458
348 560 831
140 725 884
100 988 67
390 899 209
428 455 35
258 345 110
410 446 800
170 830 880
381 674 891
59 803 460
44 344 916
197 598 527
299 350 147
192 754 532
408 443 460
49 562 187
426 948 572
43 546 728
653 845 461
367 863 2
107 576 449
412 852 517
736 827 734
96 799 269
77 600 640
232 463 55
178 808 705
622 845 889
302 488 188
533 743 67
476 922 146
85 746 951
580 954 44
527 724 443
149 690 475
767 935 651
20 382 227
313 686 185
375 400 728
550 554 924
295 326 994
660 866 616
122 515 324
499 682 648
12 640 85
260 696 415
525 532 519
361 831 617
675 780 375
220 400 31
119 202 435
273 444 859
420 645 328
328 873 579
47 301 101
140 443 25
26 144 376
771 784 629
256 818 828
161 938 467
99 611 892
438 644 814
424 892 556
122 869 210
186 478 262
309 733 861
196 535 259
5 736 412
649 811 204
17 32 490
376 580 864
774 951 414
445 598 328
540 590 590
146 251 583
145 585 566
86 937 303
21 295 269
607 832 148
31 984 995
408 690 524
385 532 831
321 693 300
136 890 411
211 378 602
662 848 491
666 820 639
70 935 187
285 355 595
345 932 266
451 567 334
183 840 66
708 751 753
263 264 48
883 939 86
632 660 172
649 749 203
318 920 59
339 573 203
248 467 730
750 942 634
559 945 880
413 528 604
76 98 799
224 369 23
291 986 203
713 918 771
367 585 527
13 781 843
483 550 466
278 531 689
311 410 385
204 928 106
248 562 659
125 872 131
94 679 320
576 899 49
744 794 988
357 424 868
569 736 116
307 537 797
260 532 59
603 605 357
609 986 678
200 923 729
243 392 918
103 518 906
413 640 530
693 727 954
190 386 509
335 358 675
115 448 572
326 859 558
621 703 972
51 547 137
123 778 428
292 939 34
634 940 52
209 883 268
522 829 106
217 416 848
251 652 3
742 809 158
522 906 361
472 804 935
94 363 393
604 905 527
94 240 476
384 713 624
218 240 680
62 337 720
487 516 552
389 697 883
36 121 610
33 137 506
163 584 239
274 792 526
865 907 923
123 574 178
268 368 534
376 503 598
185 474 641
318 945 384
386 963 511
484 869 917
947 960 799
381 551 966
152 415 188
420 789 942
365 370 334
122 346 742
12 523 660
179 316 950
208 908 893
406 547 365
44 424 664
165 959 402
468 966 996
177 536 326
659 835 13
10 943 58
159 842 748
346 895 298
29 645 850
344 462 73
9 594 824
745 985 279
200 401 932
370 644 747
825 976 335
509 550 106
195 955 883
350 695 204
674 687 759
859 930 751
617 623 530
168 464 725
759 834 91
726 743 606
125 199 788
1 359 71
509 954 96
150 736 502
188 649 899
312 613 59
330 515 466
27 180 745
216 513 664
603 780 16
212 458 278
226 496 417
329 673 688
421 895 655
474 870 28
276 509 827
221 448 33
212 414 141
43 934 784
403 836 355
304 834 729
284 681 913
393 424 203
628 719 833
40 424 528
147 263 190
149 237 784
332 445 983
247 788 138
281 325 374
482 888 281
545 576 348
150 782 741
86 363 430
21 810 306
377 979 101
26 413 778
588 600 258
390 566 972
435 738 492
143 767 70
729 820 240
546 869 458
178 987 476
444 864 64
350 424 517
670 859 807
38 858 303
301 591 882
24 969 189
373 401 352
248 586 943
190 357 82
66 110 643
29 235 302
144 725 195
216 955 455
68 565 685
274 730 767
230 355 529
267 890 804
124 586 199
120 278 994
235 431 611
39 391 631
271 293 159
147 821 762
221 912 337
560 772 855
587 659 960
210 642 374
430 432 177
448 936 74
222 721 20
453 527 989
339 640 493
272 927 210
137 692 46
342 872 634
422 450 400
275 893 738
22 479 197
118 828 213
532 689 496
870 893 248
507 571 20
23 100 375
493 595 74
325 547 182
310 823 27
612 816 451
231 550 795
318 499 451
649 810 63
509 934 602
373 545 98
56 904 436
253 297 413
135 400 411
636 687 656
284 890 670
136 705 45
320 663 453
72 190 570
203 440 312
651 974 473
569 769 805
254 726 113
182 520 196
652 812 94
